Order_ID,Order_Date,Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Warehouse,Region,Quantity_Ordered,Quantity_Sold,Unit_Cost,Unit_Price,Inventory_Level,Reorder_Level,Lead_Time_Days,Delivery_Days,Order_Status,Shipping_Cost,Defective_Units,Revenue,Product_Cost,Profit,Profit_Margin,Inventory_Status,Delivery_Delay,Month
ORD100011,2025-09-29,P019,Running Shoes,Sports,S004,Reliable Traders,Mumbai WH,West,13,13,1748.22,3026.77,44,20,3,5.0,Completed,138.46,0,39348.01,22726.86,16482.690000000002,41.88951359929003,Normal,2.0,2025-09
ORD100012,2025-03-20,P013,Marker Set,Stationery,S008,Apex Supplies,Bengaluru WH,South,15,12,108.59,192.51,18,34,7,5.0,Completed,238.49,1,2310.12,1303.08,768.55,33.2688345194189,Low Stock,-2.0,2025-03
ORD100013,2025-06-28,P017,Water Bottle,Accessories,S002,Prime Components,Delhi WH,North,22,22,187.01,364.06,68,49,2,1.0,Completed,207.73,0,8009.32,4114.219999999999,3687.3700000000003,46.03849015896481,Normal,-1.0,2025-06
ORD100014,2025-03-31,P010,Desk Lamp,Furniture,S003,Metro Wholesale,Pune WH,West,10,1,660.9,1024.82,27,16,5,,Pending,108.37,0,1024.82,660.9,255.54999999999995,24.936086337112854,Normal,,2025-03
ORD100015,2025-10-14,P004,Bluetooth Speaker,Electronics,S006,National Distributors,Pune WH,West,7,7,901.97,1655.63,8,12,14,17.0,Completed,94.47,0,11589.41,6313.79,5181.15,44.70589961007506,Low Stock,3.0,2025-10
ORD100016,2025-11-09,P011,Notebook Pack,Stationery,S006,National Distributors,Pune WH,West,35,32,85.03,166.27,25,34,13,13.0,Completed,446.39,2,5320.64,2720.96,2153.2900000000004,40.47050730739159,Low Stock,0.0,2025-11
ORD100017,2025-07-15,P001,Wireless Mouse,Electronics,S003,Metro Wholesale,Delhi WH,North,15,10,82.21,146.99,72,35,5,8.0,Completed,115.62,0,1469.9,822.0999999999999,532.1800000000002,36.205184026124236,Normal,3.0,2025-07
ORD100018,2025-08-15,P017,Water Bottle,Accessories,S008,Apex Supplies,Bengaluru WH,South,19,18,182.56,363.5,125,50,12,10.0,Completed,139.67,1,6543.0,3286.08,3117.25,47.64251872229864,Normal,-2.0,2025-08
ORD100019,2025-09-26,P013,Marker Set,Stationery,S007,Global Goods India,Mumbai WH,West,9,5,111.63,202.62,31,20,4,3.0,Completed,138.02,0,1013.1,558.15,316.93000000000006,31.283190208271648,Normal,-1.0,2025-09
ORD100020,2025-05-28,P015,Backpack,Accessories,S005,Urban Supply Co,Bengaluru WH,South,6,6,718.6,1287.14,45,15,3,1.0,Completed,132.33,1,7722.84,4311.6,3278.91,42.45730845129512,Normal,-2.0,2025-05
ORD100021,2025-04-11,P007,Office Chair,Furniture,S006,National Distributors,Hyderabad WH,South,6,4,4952.42,7045.95,4,7,11,11.0,Completed,98.6,0,28183.8,19809.68,8275.519999999999,29.362683527416454,Low Stock,0.0,2025-04
ORD100022,2025-12-11,P020,Yoga Mat,Sports,S005,Urban Supply Co,Delhi WH,North,19,18,456.46,790.76,91,27,8,11.0,Completed,271.01,0,14233.68,8216.279999999999,5746.390000000001,40.37178017209886,Overstock,3.0,2025-12
ORD100023,2025-09-08,P018,Desk Organizer,Accessories,S004,Reliable Traders,Hyderabad WH,South,20,0,143.68,298.25,42,29,14,,Pending,235.28,0,0.0,0.0,-235.28,-inf,Normal,,2025-09
ORD100024,2025-01-09,P016,Laptop Sleeve,Accessories,S005,Urban Supply Co,Mumbai WH,West,17,15,342.04,662.16,44,29,8,8.0,Completed,202.54,1,9932.4,5130.6,4599.259999999999,46.30562603197615,Normal,0.0,2025-01
ORD100025,2025-07-30,P003,USB-C Cable,Electronics,S007,Global Goods India,Pune WH,West,18,18,124.23,252.02,53,38,14,13.0,Completed,110.92,0,4536.360000000001,2236.14,2189.3000000000006,48.26116093079033,Normal,-1.0,2025-07
ORD100026,2025-06-13,P010,Desk Lamp,Furniture,S001,TechSource India,Delhi WH,North,15,0,646.71,1049.16,25,19,5,,Cancelled,135.62,0,0.0,0.0,-135.62,-inf,Normal,,2025-06
ORD100027,2025-04-01,P001,Wireless Mouse,Electronics,S001,TechSource India,Hyderabad WH,South,9,8,84.64,145.75,20,27,11,11.0,Completed,109.85,0,1166.0,677.12,379.03,32.50686106346484,Low Stock,0.0,2025-04
ORD100028,2025-10-15,P003,USB-C Cable,Electronics,S004,Reliable Traders,Pune WH,West,23,18,114.52,245.83,82,36,3,6.0,Completed,210.58,0,4424.9400000000005,2061.36,2153.0000000000005,48.656026974377056,Normal,3.0,2025-10
ORD100029,2025-09-07,P014,Printer Paper,Stationery,S005,Urban Supply Co,Delhi WH,North,21,1,202.14,359.49,136,39,2,,Pending,240.57,0,359.49,202.14,-83.21999999999997,-23.149461737461394,Overstock,,2025-09
ORD100030,2025-06-18,P015,Backpack,Accessories,S002,Prime Components,Bengaluru WH,South,8,6,712.19,1295.1,13,19,12,11.0,Completed,146.66,0,7770.599999999999,4273.14,3350.7999999999993,43.12150927856278,Low Stock,-1.0,2025-06
ORD100031,2025-05-15,P020,Yoga Mat,Sports,S005,Urban Supply Co,Hyderabad WH,South,21,21,440.34,816.31,45,30,8,7.0,Completed,229.37,0,17142.51,9247.14,7665.999999999999,44.71923889792102,Normal,-1.0,2025-05
ORD100032,2025-03-23,P006,LED Monitor,Electronics,S001,TechSource India,Pune WH,West,7,7,7125.24,10591.97,19,7,2,4.0,Completed,97.19,0,74143.79,49876.68,24169.919999999995,32.5987112339415,Normal,2.0,2025-03
ORD100033,2025-08-17,P008,Study Table,Furniture,S002,Prime Components,Mumbai WH,West,9,6,3223.56,5239.56,23,8,6,9.0,Completed,152.68,0,31437.36,19341.36,11943.32,37.99084910437772,Normal,3.0,2025-08
ORD100034,2025-11-08,P010,Desk Lamp,Furniture,S004,Reliable Traders,Delhi WH,North,11,10,663.89,1109.95,73,29,5,7.0,Completed,99.7,1,11099.5,6638.9,4360.900000000001,39.28915716924186,Normal,2.0,2025-11
ORD100035,2025-08-28,P003,USB-C Cable,Electronics,S001,TechSource India,Hyderabad WH,South,21,0,116.87,246.27,70,41,9,,Pending,159.53,0,0.0,0.0,-159.53,-inf,Normal,,2025-08
ORD100036,2025-01-05,P003,USB-C Cable,Electronics,S006,National Distributors,Hyderabad WH,South,17,16,109.09,247.04,87,37,7,9.0,Completed,138.24,0,3952.64,1745.44,2068.96,52.34375,Normal,2.0,2025-01
ORD100037,2025-09-02,P010,Desk Lamp,Furniture,S005,Urban Supply Co,Bengaluru WH,South,11,9,648.39,1098.56,67,21,11,14.0,Completed,117.12,0,9887.039999999999,5835.51,3934.409999999999,39.79360860277696,Overstock,3.0,2025-09
ORD100038,2025-06-09,P004,Bluetooth Speaker,Electronics,S005,Urban Supply Co,Mumbai WH,West,12,10,936.1,1532.2,32,12,6,8.0,Completed,158.14,0,15322.0,9361.0,5802.86,37.87273201931862,Normal,2.0,2025-06
ORD100039,2025-09-06,P014,Printer Paper,Stationery,S005,Urban Supply Co,Pune WH,West,21,0,209.91,348.47,42,26,2,,Cancelled,150.02,0,0.0,0.0,-150.02,-inf,Normal,,2025-09
ORD100040,2025-05-19,P010,Desk Lamp,Furniture,S006,National Distributors,Bengaluru WH,South,20,19,655.69,1054.5,78,29,13,12.0,Completed,208.62,0,20035.5,12458.11,7368.7699999999995,36.77856804172593,Normal,-1.0,2025-05
ORD100041,2025-06-01,P017,Water Bottle,Accessories,S006,National Distributors,Hyderabad WH,South,23,21,183.22,346.88,68,50,3,4.0,Completed,284.92,0,7284.48,3847.62,3151.9399999999996,43.26925188894746,Normal,1.0,2025-06
ORD100042,2025-06-14,P014,Printer Paper,Stationery,S006,National Distributors,Mumbai WH,West,20,16,202.8,340.19,83,30,12,11.0,Completed,260.28,0,5443.04,3244.8,1937.9599999999998,35.60436814721185,Normal,-1.0,2025-06
ORD100043,2025-08-16,P006,LED Monitor,Electronics,S002,Prime Components,Hyderabad WH,South,9,1,7281.05,9961.27,16,7,14,,Pending,117.89,0,9961.27,7281.05,2562.3300000000004,25.72292488809158,Normal,,2025-08
ORD100044,2025-11-03,P017,Water Bottle,Accessories,S006,National Distributors,Mumbai WH,West,28,27,177.09,367.62,65,52,14,12.0,Completed,197.58,0,9925.74,4781.43,4946.73,49.83739247653071,Normal,-2.0,2025-11
ORD100045,2025-11-27,P016,Laptop Sleeve,Accessories,S002,Prime Components,Pune WH,West,12,1,337.23,698.47,79,26,15,,Pending,114.09,0,698.47,337.23,247.15,35.3844832276261,Overstock,,2025-11
ORD100046,2025-03-06,P008,Study Table,Furniture,S001,TechSource India,Delhi WH,North,6,6,3057.67,4874.5,15,6,3,3.0,Completed,97.01,0,29247.0,18346.02,10803.97,36.94043833555578,Normal,0.0,2025-03
ORD100047,2025-01-25,P005,Power Bank,Electronics,S008,Apex Supplies,Bengaluru WH,South,13,13,715.64,1199.81,68,22,13,15.0,Completed,106.26,0,15597.529999999999,9303.32,6187.949999999999,39.67262765322458,Overstock,2.0,2025-01
ORD100048,2025-10-31,P014,Printer Paper,Stationery,S002,Prime Components,Delhi WH,North,21,13,223.93,348.97,60,40,15,15.0,Completed,164.6,1,4536.610000000001,2911.09,1460.9200000000005,32.20290040360535,Normal,0.0,2025-10
ORD100049,2025-10-13,P003,USB-C Cable,Electronics,S001,TechSource India,Hyderabad WH,South,23,23,123.33,252.51,27,30,8,11.0,Completed,308.3,1,5807.73,2836.59,2662.8399999999992,45.84992759649638,Low Stock,3.0,2025-10
ORD100050,2025-04-12,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Pune WH,West,16,15,124.77,241.59,31,31,7,8.0,Completed,211.84,1,3623.85,1871.55,1540.46,42.508933868675584,Low Stock,1.0,2025-04
ORD100051,2025-02-16,P001,Wireless Mouse,Electronics,S008,Apex Supplies,Bengaluru WH,South,17,12,89.24,146.62,44,28,10,12.0,Completed,154.07,0,1759.44,1070.8799999999999,534.4900000000002,30.3784158595917,Normal,2.0,2025-02
ORD100052,2025-02-15,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Mumbai WH,West,17,0,355.88,704.33,60,27,7,,Cancelled,214.99,0,0.0,0.0,-214.99,-inf,Normal,,2025-02
ORD100053,2025-06-19,P014,Printer Paper,Stationery,S006,National Distributors,Bengaluru WH,South,18,16,207.46,347.01,62,30,5,8.0,Completed,226.68,1,5552.16,3319.36,2006.1199999999997,36.13224402754963,Normal,3.0,2025-06
ORD100054,2025-04-13,P015,Backpack,Accessories,S002,Prime Components,Mumbai WH,West,12,12,709.03,1351.08,12,14,7,5.0,Completed,198.82,0,16212.96,8508.36,7505.779999999999,46.294939357156245,Low Stock,-2.0,2025-04
ORD100055,2025-03-01,P016,Laptop Sleeve,Accessories,S006,National Distributors,Pune WH,West,12,0,357.18,705.68,70,21,15,,Cancelled,129.42,0,0.0,0.0,-129.42,-inf,Overstock,,2025-03
ORD100056,2025-10-23,P010,Desk Lamp,Furniture,S007,Global Goods India,Bengaluru WH,South,17,17,712.9,1089.07,23,21,12,13.0,Completed,243.71,0,18514.19,12119.3,6151.179999999999,33.2241378099717,Normal,1.0,2025-10
ORD100057,2025-10-12,P012,Ball Pen Pack,Stationery,S003,Metro Wholesale,Bengaluru WH,South,36,35,53.82,97.67,62,48,9,10.0,Completed,240.89,0,3418.4500000000003,1883.7,1293.8600000000001,37.849317673214465,Normal,1.0,2025-10
ORD100058,2025-07-12,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Delhi WH,North,19,15,114.87,248.78,64,48,6,7.0,Completed,270.89,0,3731.7,1723.0500000000002,1737.7599999999998,46.56751614545649,Normal,1.0,2025-07
ORD100059,2025-01-14,P002,Mechanical Keyboard,Electronics,S007,Global Goods India,Bengaluru WH,South,7,4,1507.73,2343.39,16,13,9,12.0,Completed,143.58,0,9373.56,6030.92,3199.0599999999995,34.12854881176415,Normal,3.0,2025-01
ORD100060,2025-02-20,P014,Printer Paper,Stationery,S002,Prime Components,Delhi WH,North,18,18,209.24,339.29,92,28,10,12.0,Completed,154.97,0,6107.22,3766.32,2185.9300000000003,35.792553731485036,Overstock,2.0,2025-02
ORD100061,2025-09-13,P010,Desk Lamp,Furniture,S008,Apex Supplies,Delhi WH,North,10,10,654.44,1068.79,71,24,2,2.0,Completed,108.09,0,10687.9,6544.400000000001,4035.409999999999,37.75680910188156,Normal,0.0,2025-09
ORD100062,2025-05-17,P012,Ball Pen Pack,Stationery,S004,Reliable Traders,Pune WH,West,28,21,53.46,100.14,180,69,3,2.0,Completed,152.13,0,2102.94,1122.66,828.15,39.38058147165397,Normal,-1.0,2025-05
ORD100063,2025-05-27,P015,Backpack,Accessories,S006,National Distributors,Bengaluru WH,South,10,7,643.09,1250.17,28,24,10,12.0,Completed,138.41,0,8751.19,4501.63,4111.150000000001,46.97818239576561,Normal,2.0,2025-05
ORD100064,2025-10-24,P013,Marker Set,Stationery,S003,Metro Wholesale,Bengaluru WH,South,22,21,112.72,197.82,66,24,11,11.0,Completed,172.99,0,4154.22,2367.12,1614.1100000000004,38.8547067800935,Normal,0.0,2025-10
ORD100065,2025-04-07,P011,Notebook Pack,Stationery,S006,National Distributors,Delhi WH,North,19,18,90.83,179.96,119,54,5,7.0,Completed,159.98,0,3239.28,1634.94,1444.3600000000001,44.588920994788964,Normal,2.0,2025-04
ORD100066,2025-12-23,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Pune WH,West,32,0,55.29,96.53,73,59,10,,Pending,303.14,0,0.0,0.0,-303.14,-inf,Normal,,2025-12
ORD100067,2025-12-16,P006,LED Monitor,Electronics,S004,Reliable Traders,Pune WH,West,5,4,7249.68,10473.38,6,5,2,4.0,Completed,97.73,0,41893.52,28998.72,12797.069999999996,30.546657335072336,Normal,2.0,2025-12
ORD100068,2025-08-06,P001,Wireless Mouse,Electronics,S002,Prime Components,Hyderabad WH,South,20,16,87.73,151.93,96,31,5,7.0,Completed,256.27,0,2430.88,1403.68,770.9300000000001,31.714029487263872,Overstock,2.0,2025-08
ORD100069,2025-04-17,P010,Desk Lamp,Furniture,S001,TechSource India,Delhi WH,North,8,7,644.24,1078.25,20,23,7,5.0,Completed,142.26,0,7547.75,4509.68,2895.8099999999995,38.366533072770025,Low Stock,-2.0,2025-04
ORD100070,2025-12-26,P004,Bluetooth Speaker,Electronics,S008,Apex Supplies,Bengaluru WH,South,6,5,904.13,1640.37,10,11,10,11.0,Completed,83.12,1,8201.849999999999,4520.65,3598.079999999999,43.869127087181546,Low Stock,1.0,2025-12
ORD100071,2025-03-19,P009,Bookshelf,Furniture,S008,Apex Supplies,Pune WH,West,6,6,2869.45,4521.52,8,5,11,11.0,Completed,107.17,0,27129.120000000003,17216.699999999997,9805.250000000005,36.14289737374454,Normal,0.0,2025-03
ORD100072,2025-11-12,P017,Water Bottle,Accessories,S006,National Distributors,Mumbai WH,West,31,24,176.99,359.2,80,40,9,10.0,Completed,165.49,2,8620.8,4247.76,4207.549999999999,48.80695527097253,Normal,1.0,2025-11
ORD100073,2025-06-07,P004,Bluetooth Speaker,Electronics,S001,TechSource India,Delhi WH,North,9,8,1011.83,1580.64,11,14,9,11.0,Completed,137.51,1,12645.12,8094.64,4412.97,34.898601199514125,Low Stock,2.0,2025-06
ORD100074,2025-11-10,P001,Wireless Mouse,Electronics,S008,Apex Supplies,Delhi WH,North,16,15,78.03,148.96,67,21,15,17.0,Completed,209.74,0,2234.4,1170.45,854.21,38.22994987468672,Overstock,2.0,2025-11
ORD100075,2025-04-21,P005,Power Bank,Electronics,S004,Reliable Traders,Hyderabad WH,South,12,10,726.12,1165.9,8,19,15,15.0,Completed,107.82,1,11659.0,7261.2,4289.9800000000005,36.795437001458104,Low Stock,0.0,2025-04
ORD100076,2025-09-18,P005,Power Bank,Electronics,S002,Prime Components,Bengaluru WH,South,15,13,698.32,1186.4,63,21,10,11.0,Completed,159.59,0,15423.2,9078.16,6185.450000000001,40.104842056123246,Normal,1.0,2025-09
ORD100077,2025-09-22,P014,Printer Paper,Stationery,S003,Metro Wholesale,Delhi WH,North,23,20,209.7,346.9,82,41,2,2.0,Completed,311.78,1,6938.0,4194.0,2432.2200000000003,35.05650043240127,Normal,0.0,2025-09
ORD100078,2025-05-16,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Mumbai WH,West,32,25,56.6,95.67,51,44,2,3.0,Completed,341.5,0,2391.75,1415.0,635.25,26.560050172467857,Normal,1.0,2025-05
ORD100079,2025-01-11,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Pune WH,West,13,13,345.89,698.53,53,23,11,10.0,Completed,160.74,0,9080.89,4496.57,4423.58,48.71306667077786,Normal,-1.0,2025-01
ORD100080,2025-04-19,P014,Printer Paper,Stationery,S005,Urban Supply Co,Mumbai WH,West,13,13,222.57,362.52,124,43,13,14.0,Completed,218.89,0,4712.76,2893.41,1600.4600000000005,33.96014225209857,Normal,1.0,2025-04
ORD100081,2025-09-09,P009,Bookshelf,Furniture,S006,National Distributors,Hyderabad WH,South,4,4,2838.25,4318.84,4,5,3,1.0,Completed,90.68,0,17275.36,11353.0,5831.68,33.75721258486075,Low Stock,-2.0,2025-09
ORD100082,2025-10-16,P016,Laptop Sleeve,Accessories,S007,Global Goods India,Hyderabad WH,South,12,8,344.16,695.39,78,26,13,16.0,Completed,85.82,0,5563.12,2753.28,2724.0199999999995,48.96568831878513,Normal,3.0,2025-10
ORD100083,2025-06-03,P003,USB-C Cable,Electronics,S006,National Distributors,Pune WH,West,20,17,119.81,255.85,121,35,9,8.0,Completed,281.55,1,4349.45,2036.77,2031.1299999999999,46.69854809228753,Overstock,-1.0,2025-06
ORD100084,2025-11-21,P001,Wireless Mouse,Electronics,S003,Metro Wholesale,Pune WH,West,16,16,83.05,151.37,29,20,15,13.0,Completed,116.22,0,2421.92,1328.8,976.9000000000001,40.335766664464565,Normal,-2.0,2025-11
ORD100085,2025-10-13,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Pune WH,West,9,8,1488.24,2222.48,12,10,6,9.0,Completed,101.76,0,17779.84,11905.92,5772.16,32.464634102444116,Normal,3.0,2025-10
ORD100086,2025-02-07,P015,Backpack,Accessories,S001,TechSource India,Delhi WH,North,9,8,695.27,1301.18,54,24,12,12.0,Completed,147.89,0,10409.44,5562.16,4699.39,45.14546411718594,Normal,0.0,2025-02
ORD100087,2025-05-02,P010,Desk Lamp,Furniture,S002,Prime Components,Hyderabad WH,South,12,0,645.89,1139.17,48,16,3,,Cancelled,159.01,0,0.0,0.0,-159.01,-inf,Normal,,2025-05
ORD100088,2025-07-10,P003,USB-C Cable,Electronics,S007,Global Goods India,Hyderabad WH,South,20,20,113.77,243.21,46,42,3,1.0,Completed,123.04,1,4864.2,2275.4,2465.7599999999998,50.69199457259158,Normal,-2.0,2025-07
ORD100089,2025-01-07,P011,Notebook Pack,Stationery,S001,TechSource India,Pune WH,West,29,22,85.15,181.83,87,35,14,13.0,Completed,350.53,0,4000.26,1873.3000000000002,1776.43,44.407863488873225,Normal,-1.0,2025-01
ORD100090,2025-04-10,P003,USB-C Cable,Electronics,S002,Prime Components,Bengaluru WH,South,24,19,121.54,254.17,129,38,6,7.0,Completed,247.03,0,4829.23,2309.26,2272.939999999999,47.066302495428864,Overstock,1.0,2025-04
ORD100091,2025-10-05,P014,Printer Paper,Stationery,S008,Apex Supplies,Bengaluru WH,South,22,21,212.59,343.42,48,33,8,11.0,Completed,327.29,0,7211.820000000001,4464.39,2420.1400000000003,33.5579645637301,Normal,3.0,2025-10
ORD100092,2025-11-07,P010,Desk Lamp,Furniture,S004,Reliable Traders,Hyderabad WH,South,19,17,632.68,1141.2,41,20,9,11.0,Completed,187.2,0,19400.4,10755.56,8457.640000000001,43.595183604461766,Normal,2.0,2025-11
ORD100093,2025-02-18,P008,Study Table,Furniture,S002,Prime Components,Hyderabad WH,South,8,1,3270.0,4915.3,22,7,12,,Pending,111.65,0,4915.3,3270.0,1533.65,31.201554330356235,Overstock,,2025-02
ORD100094,2025-08-06,P006,LED Monitor,Electronics,S007,Global Goods India,Hyderabad WH,South,4,4,7189.94,10374.34,17,7,5,4.0,Completed,59.33,0,41497.36,28759.76,12678.270000000002,30.551991741161373,Normal,-1.0,2025-08
ORD100095,2025-06-23,P013,Marker Set,Stationery,S008,Apex Supplies,Mumbai WH,West,11,10,104.96,191.56,70,23,10,10.0,Completed,103.84,0,1915.6,1049.6,762.16,39.78701190227605,Overstock,0.0,2025-06
ORD100096,2025-11-07,P007,Office Chair,Furniture,S005,Urban Supply Co,Mumbai WH,West,4,4,5018.22,7001.15,14,9,8,8.0,Completed,104.51,0,28004.6,20072.88,7827.209999999997,27.949729687265656,Normal,0.0,2025-11
ORD100097,2025-10-31,P002,Mechanical Keyboard,Electronics,S001,TechSource India,Delhi WH,North,7,7,1437.73,2286.67,13,14,3,5.0,Completed,105.19,0,16006.69,10064.11,5837.39,36.468439133887145,Low Stock,2.0,2025-10
ORD100098,2025-12-13,P002,Mechanical Keyboard,Electronics,S006,National Distributors,Delhi WH,North,9,9,1410.7,2376.52,45,16,12,13.0,Completed,98.59,0,21388.68,12696.300000000001,8593.789999999999,40.17915084053808,Normal,1.0,2025-12
ORD100099,2025-12-03,P020,Yoga Mat,Sports,S007,Global Goods India,Bengaluru WH,South,12,12,432.19,813.48,40,33,15,17.0,Completed,170.84,1,9761.76,5186.28,4404.64,45.12137155594893,Normal,2.0,2025-12
ORD100100,2025-09-26,P018,Desk Organizer,Accessories,S008,Apex Supplies,Pune WH,West,15,1,138.46,302.75,65,35,4,,Pending,220.63,0,302.75,138.46,-56.34,-18.609413707679604,Normal,,2025-09
ORD100101,2025-03-31,P014,Printer Paper,Stationery,S005,Urban Supply Co,Bengaluru WH,South,17,11,208.42,350.09,45,34,3,1.0,Completed,187.26,0,3850.99,2292.62,1371.11,35.60409141545421,Normal,-2.0,2025-03
ORD100102,2025-04-01,P005,Power Bank,Electronics,S008,Apex Supplies,Hyderabad WH,South,18,15,672.02,1203.15,46,16,10,11.0,Completed,134.09,0,18047.25,10080.3,7832.860000000001,43.40195874717755,Normal,1.0,2025-04
ORD100103,2025-11-02,P020,Yoga Mat,Sports,S007,Global Goods India,Bengaluru WH,South,19,11,424.8,785.56,25,21,13,16.0,Completed,243.75,0,8641.16,4672.8,3724.6099999999997,43.10312504339695,Normal,3.0,2025-11
ORD100104,2025-09-12,P016,Laptop Sleeve,Accessories,S002,Prime Components,Hyderabad WH,South,16,16,360.59,744.79,29,31,4,7.0,Completed,148.78,0,11916.64,5769.44,5998.42,50.33650424952,Low Stock,3.0,2025-09
ORD100105,2025-10-10,P015,Backpack,Accessories,S006,National Distributors,Bengaluru WH,South,19,0,685.27,1307.02,35,19,4,,Cancelled,214.16,0,0.0,0.0,-214.16,-inf,Normal,,2025-10
ORD100106,2025-04-13,P010,Desk Lamp,Furniture,S006,National Distributors,Hyderabad WH,South,15,1,656.17,1105.05,33,21,13,,Pending,159.61,0,1105.05,656.17,289.27,26.177096059001855,Normal,,2025-04
ORD100107,2025-12-03,P005,Power Bank,Electronics,S007,Global Goods India,Hyderabad WH,South,16,16,684.3,1184.12,62,19,5,6.0,Completed,124.58,0,18945.92,10948.8,7872.539999999999,41.55269313920886,Overstock,1.0,2025-12
ORD100108,2025-03-03,P002,Mechanical Keyboard,Electronics,S005,Urban Supply Co,Delhi WH,North,6,5,1499.25,2282.32,28,16,3,5.0,Completed,108.79,0,11411.6,7496.25,3806.5600000000004,33.35693504854709,Normal,2.0,2025-03
ORD100109,2025-10-24,P018,Desk Organizer,Accessories,S006,National Distributors,Hyderabad WH,South,20,20,130.13,295.9,38,31,7,9.0,Completed,153.71,0,5918.0,2602.6,3161.69,53.424974653599186,Normal,2.0,2025-10
ORD100110,2025-05-03,P010,Desk Lamp,Furniture,S005,Urban Supply Co,Pune WH,West,16,11,613.2,1060.62,33,28,12,11.0,Completed,165.11,0,11666.82,6745.200000000001,4756.509999999999,40.76954988591578,Normal,-1.0,2025-05
ORD100111,2025-02-02,P003,USB-C Cable,Electronics,S003,Metro Wholesale,Mumbai WH,West,13,13,121.27,252.79,80,28,8,7.0,Completed,124.83,0,3286.27,1576.51,1584.93,48.22884303480846,Normal,-1.0,2025-02
ORD100112,2025-10-27,P006,LED Monitor,Electronics,S004,Reliable Traders,Pune WH,West,6,5,7231.15,10247.75,14,6,2,3.0,Completed,116.91,0,51238.75,36155.75,14966.09,29.208538459661877,Normal,1.0,2025-10
ORD100113,2025-12-10,P012,Ball Pen Pack,Stationery,S008,Apex Supplies,Delhi WH,North,39,37,50.9,100.65,121,53,2,4.0,Completed,406.06,0,3724.05,1883.3,1434.6900000000003,38.524992951222465,Normal,2.0,2025-12
